,place_name,place_category_detail,place_adress,place_running_date,place_page,place_phone,place_tag,place_info
388,메가MGC커피 대학로마로니에공원점,메가MGC커피,"서울 종로구 대학로 79-1 1,2층 (우)03082",월~금 07:30 ~ 21:00,www.mega-mgccoffee.com,02-743-8226,#카카오페이 #제로페이,주차
389,에디션덴마크,카페,서울 종로구 자하문로9길 24 1층 (우)03036,매일 09:30 ~ 18:00,editiondenmark.com,0507-1304-6764,#AC퍼치스티핸들 #대니시비키퍼스 #에디션덴마크 #커피콜렉티브 #서촌카페 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
390,리틀버틀러,카페,서울 종로구 북촌로 8 1층 (우)03059,월~금 08:00 ~ 22:00,instagram.com/cafe.littlebutler,None,#이국적인,주차
391,이디야커피 동대문역점,이디야커피,서울 종로구 율곡로 286 야드인빌딩 2층 (우)03124,월~금 08:00 ~ 22:00,www.ediya.com,02-766-3389,#카카오페이 #제로페이,none
392,산 1-1,커피전문점,서울 종로구 낙산성곽서1길 25 1층 (우)03088,월~금 11:00 ~ 22:30,www.instagram.com/ewha_san_1_1,0507-1368-2359,#제로페이,"WIFI, 동물출입, 주차"
393,종로여가,카페,서울 종로구 창신길 55 (우)03097,월~금 10:00 ~ 21:00,www.instagram.com/tourist_social_cafe,02-739-7006,#제로페이,"WIFI, 동물출입, 주차, 휠체어사용"
394,유달리 경복궁점,생과일전문점,"서울 종로구 자하문로 17 1,2층 (우)03041","월,화,수,목,일 10:00 ~ 22:00",instagram.com/cafeudally,02-333-6006,#제로페이,WIFI
395,킹스커피 대학로점,커피전문점,서울 종로구 대명길 46 (우)03077,매일 00:00 ~ 24:00,None,None,#제로페이,주차
396,오뉴하우스,카페,서울 종로구 삼청로 76 (우)03053,"월,화,수,목,금,일 11:30 ~ 18:30",onew.life,0507-1336-2634,#삼청동디저트 #삼청동맛집 #삼청동카페 #삼청동커피 #한옥마을카페,"WIFI, 주차"
397,로그,카페,"서울 종로구 창경궁로29길 3 1,2층 (우)03073",화~일 10:00 ~ 19:00,www.instagram.com/log_seoul,02-766-0177,#대학로맛집 #데이트하기좋은 #브런치카페 #와인한잔하기좋은 #혜화역카페 #카카오페이 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
398,휘겔리,카페,서울 종로구 사직로8길 24 경희궁의아침 2단지 1층 102호 (우)03174,일요일,www.instagram.com/hyggeligt_table,010-2376-4833,#데이트코스 #점심식사 #제로페이,none
399,쏘리에스프레소바 창덕궁점,카페,서울 종로구 계동길 63 1층 (우)03056,월~금 08:00 ~ 18:00,instagram.com/sorry_espressobar,0507-1355-9629,#에그타르트 #에스프레소바 #디저트맛집 #안국카페 #북촌맛집 #스탠딩바 #카카오페이 #제로페이,"동물출입, 주차"
400,뜰과다원,전통찻집,서울 종로구 인사동8길 6-4 (우)03148,None,www.instagram.com/dawoninsadong,02-734-5310,#떡카페 #한옥카페 #제로페이,none
401,성곽마을삼층까페,카페,서울 종로구 백석동길 12-1 (우)03020,화~일 11:00 ~ 18:00,None,070-8845-3333,#제로페이,none
402,공차 종로그랑서울점,공차,서울 종로구 종로 33 지하1층 110호 (우)03159,월~금 07:00 ~ 21:00,www.gong-cha.co.kr,02-2158-7890,#제로페이,none
403,티하우스레몬 서촌점,카페,서울 종로구 자하문로13길 4 1층 (우)03036,매일 12:00 ~ 20:00,www.instagram.com/teahouselemon_official,02-723-9008,None,WIFI
404,사미루,카페,서울 종로구 평창32길 30 (우)03004,화~일 11:00 ~ 21:00,kimchongyung.com,02-3217-6485,#제로페이,none
405,카페테라피 서울대학로점,테마카페,서울 종로구 낙산길 14 2층 (우)03088,월~금 14:00 ~ 21:00 (평일 상담 예약제),cafetherapy.net,02-741-7979,#데이트코스 #보드게임카페 #스터디카페 #실내놀거리 #심리상담카페 #이색카페,none
406,퀸시바,카페,서울 종로구 효자로 35-1 (우)03044,"월,수,목,금,토,일 10:00 ~ 20:00",None,02-733-2233,#로스팅전문 #핸드드립전문점 #카카오페이 #제로페이,주차
407,카페자스 광화문점,카페,서울 종로구 새문안로5가길 3-1 (우)03173,월~금 07:00 ~ 22:00,www.cafejass.com,02-733-7071,#제로페이,none
408,보통의,카페,서울 종로구 동숭길 51 1층 (우)03086,월~금 08:00 ~ 21:00,www.instagram.com/botongeui_official,010-2050-3692,#로스팅전문 #제로페이,주차
409,강아지대학로,애견카페,서울 종로구 대학로12길 92 지하1층 (우)03086,매일 13:00 ~ 20:30,www.instagram.com/dogdaehak.ro_dogcafe,010-6899-2004,#제로페이,none
410,일트,카페,서울 종로구 율곡로 154 1층 (우)03136,매일 11:00 ~ 19:00,www.instagram.com/illt_coffee,02-6272-1227,#Illt #일트커피 #이동약자접근 #카카오페이 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용"
411,인산인해,전통찻집,서울 종로구 인사동길 27-1 (우)03149,매일 11:00 ~ 01:00,None,02-722-5844,#제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방"
412,투썸플레이스 신설IBC호텔점,투썸플레이스,서울 종로구 난계로 241 1층 (우)03116,매일 08:00 ~ 20:30,www.twosome.co.kr,02-2250-3111,#카카오페이 #제로페이,none
413,순카페,카페,서울 종로구 백석동1길 2 (우)03020,월~토 09:00 ~ 18:00,www.instagram.com/cafesoonbuam,02-397-6399,#제로페이,none
414,나흐바,카페,서울 종로구 필운대로 42 1층 (우)03036,화~일 11:00 ~ 19:00,www.instagram.com/nachbarcoffeehouse,010-5150-6131,#로스팅전문 #핸드드립전문점,none
415,어라운드시소,카페,서울 종로구 자하문로6길 10 (우)03044,매일 11:30 ~ 22:30,www.instagram.com/aroundseesaw,0507-1379-6659,#루프탑있는 #서촌핫플패스 #제로페이,none
416,우지커피 대학로점,커피전문점,서울 종로구 대학로 85 1층 (우)03082,월~금 07:00 ~ 22:00,None,None,#힐링카페 #카카오페이 #제로페이,none
417,후후라운지,카페,서울 종로구 옥인3길 8 1층 (우)03038,"목,금 12:00 ~ 19:00",www.huhulounge.com,02-737-3147,#서촌디저트카페 #서촌생활소품샵 #서촌후후라운지 #홈메이드디저트 #수제케이크 #이동약자접근 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
418,사람과나무,전통찻집,서울 종로구 인사동6길 5 (우)03148,None,None,None,#수제맥주 #전통한옥 #한옥카페,none
419,앵글340,카페,서울 종로구 청계천로 155 3층 (우)03193,매일 12:00 ~ 21:00,instagram.com/angle_340,010-3229-0340,#제로페이,주차
420,메가MGC커피 종로숭인점,메가MGC커피,서울 종로구 종로 377 1층 (우)03112,None,www.megacoffee.me,02-3672-3389,#카카오페이 #제로페이,none
421,삼원샏,카페,서울 종로구 대학로11길 9-3 (우)03079,매일 11:00 ~ 22:00,instagram.com/samonesec,02-3672-0233,#디카페인 #크림라떼 #한옥분위기 #핸드드립 #혜화카페 #디저트카페 #한옥카페 #핸드드립전문점 #제로페이,"WIFI, 주차"
422,신옛찻집,전통찻집,서울 종로구 인사동길 47-8 (우)03145,화~토 11:00 ~ 21:30,None,02-732-5257,#한옥스타일 #한옥카페,none
423,네마 삼청점,카페,서울 종로구 삼청로 86-4 1층 (우)03053,화~금 10:00 ~ 18:00,instagram.com/nemacoffee,070-8880-4278,#디저트카페 #맛집 #삼청동맛집 #삼청동카페 #카페 #한옥카페 #핸드드립전문점,"WIFI, 동물출입"
424,탐앤탐스 대학로2호점,탐앤탐스,서울 종로구 동숭길 117 2층 (우)03086,월~금 08:00 ~ 23:30,www.tomntoms.com,02-742-4565,#카카오페이,none
425,백화밀,카페,서울 종로구 백석동길 180 1층 (우)03020,화~일 10:00 ~ 20:00,www.instagram.com/baekhwamil,010-4234-8841,#감성카페 #꿀 #디저트카페 #부암동 #아메리카노 #야외테이블 #카카오페이 #제로페이,"WIFI, 동물출입, 주차, 흡연실"
426,브릭샌드 삼청점,카페,서울 종로구 삼청로 100-1 (우)03053,"월,수,목,금,토,일 10:00 ~ 20:30",None,None,#디저트카페 #로스팅전문,none
427,비밀의화원 대학로점,테마카페,서울 종로구 대학로 130 (우)03086,매일 12:00 ~ 24:00,None,02-765-8899,#레트로풍 #방탈출카페 #실내놀거리,none
428,소마커피,커피전문점,서울 종로구 창의문로 155 (우)03022,매일 10:30 ~ 22:30,www.facebook.com/coffeesoma,02-395-1022,#데이트코스 #로스팅전문 #분위기좋은 #이국적인 #핸드드립전문점 #제로페이,주차
429,파스쿠찌 이화사거리점,파스쿠찌,서울 종로구 대학로 47 이화에수풀 1층 101호 (우)03127,매일 08:00 ~ 21:30,www.caffe-pascucci.co.kr,02-766-8497,#단체석예약 #주차가능 #파스쿠찌 #이동약자접근 #카카오페이 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
430,비담,카페,서울 종로구 북촌로8길 5 (우)03056,화~일 11:00 ~ 20:00,instagram.com/cafe_bidam?utm_medium=copy_link,02-766-2477,#멜론핫플리 #한옥카페,none
431,커피빈 종로구청앞점,커피빈,서울 종로구 종로3길 34 (우)03156,월~금 07:00 ~ 22:00,www.coffeebeankorea.com,02-739-6151,#카카오페이,"WIFI, 동물출입, 주차, 흡연실"
432,에이라운드,커피전문점,"서울 종로구 창경궁로 263 1,2층 (우)03075",월~금 08:00 ~ 21:00,instagram.com/cafe.a_round,02-743-2022,#감성카페 #대형카페 #로스팅전문 #이동약자접근,"WIFI, 동물출입, 휠체어사용, 놀이방, 흡연실"
433,고이커피 북촌점,카페,서울 종로구 북촌로 64-2 (우)03056,월~금 08:00 ~ 20:00,www.instagram.com/koee_coffee,02-744-7922,#핸드드립전문점 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방"
434,곰발커피,카페,서울 종로구 경희궁2길 9-1 1층 (우)03175,월~금 09:00 ~ 21:00,instagram.com/gombalcoffee_roasters,None,#로스팅전문 #핸드드립전문점 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
435,커피투어 경복궁점,커피전문점,서울 종로구 자하문로 1 (우)03041,월~금 08:00 ~ 23:00,www.coffeetour.co.kr,02-733-0407,#노포 #디저트카페 #로스팅전문 #핸드드립전문점 #제로페이,none
436,아이사구아,테마카페,서울 종로구 북촌로 56 (우)03056,매일 11:30 ~ 20:00,instagram.com/i_sagua_,02-371-2492,#이국적인 #한옥스타일 #한옥카페 #제로페이,"WIFI, 동물출입, 주차, 놀이방, 흡연실"
437,노모,디저트카페,서울 종로구 이화장2길 22-3 1~3층 (우)03088,화~일 10:00 ~ 21:00,www.instagram.com/n_0__m_0,010-8833-2070,#감성카페 #카카오페이,none
438,나무새찻집,전통찻집,서울 종로구 인사동길 47-9 (우)03145,매일 10:00 ~ 22:00,None,None,#분위기좋은 #전통한옥 #한옥카페 #제로페이,none
439,커피빈 광화문역1번출구점,커피빈,서울 종로구 새문안로5가길 7 1층 (우)03173,월~금 07:00 ~ 22:00,www.coffeebeankorea.com,02-723-3360,#카카오페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
440,갤러리소연카페,갤러리카페,서울 종로구 서순라길 149 1층 (우)03134,월~금 10:00 ~ 19:00,www.gallerysowyen.com,02-546-2498,#갤러리카페 #김승희금속공예 #서순라길카페 #안국역카페 #테라스카페 #한옥카페,WIFI
441,서머셋팰리스호텔 라운지,카페,서울 종로구 율곡로2길 7 2층 (우)03143,매일 06:30 ~ 10:30,None,02-6730-8049,None,none
442,꽃이피움,카페,서울 종로구 우정국로 68 동덕빌딩 1층 (우)03145,월~금 10:00 ~ 21:00,www.facebook.com/cafegossypium,02-720-0090,#대형카페 #데이트코스 #분위기좋은 #브런치카페 #소개팅 #친목모임,"WIFI, 동물출입"
443,컴포즈커피 종로3가점,컴포즈커피,서울 종로구 종로 127 (우)03139,월~금 08:00 ~ 21:00,www.composecoffee.com,02-762-7638,#카카오페이 #제로페이,WIFI
444,오버트서울,커피전문점,서울 종로구 필운대로 3 (우)03027,월~금 08:00 ~ 22:00,www.instagram.com/ouvert_seoul,None,#감성카페 #제로페이,none
445,스타벅스 정동점,스타벅스,서울 종로구 새문안로 42 (우)03184,월~금 07:00 ~ 21:00,www.starbucks.co.kr,None,#카카오페이,none
446,파스텔커피웍스 서촌점,커피전문점,서울 종로구 필운대로3길 2 1층 (우)03039,월~금 08:30 ~ 17:00,instagram.com/pastelcoffeeworks,02-722-1229,#서촌카페 #로스팅전문 #애견동반카페 #카카오페이 #제로페이,주차
447,데시데,디저트카페,서울 종로구 삼청로 22-31 1층 (우)03062,"월,목,금 12:00 ~ 18:00",www.instagram.com/patisserie_decide,02-733-9092,#까눌레 #디저트 #디저트카페 #뱅쇼 #프랑스디저트 #제로페이,"WIFI, 주차, 흡연실"
448,북커스,북카페,서울 종로구 평창30길 10 (우)03004,월요일,None,02-394-4588,#독립서점 #북카페 #브런치카페 #빈티지분위기 #앤틱한,none
449,푸드떼,카페,서울 종로구 율곡로1길 40-37 (우)03062,목~일 13:00 ~ 19:00,instagram.com/foudethe_seoul,0502-1932-7729,#한옥카페,WIFI
450,피스북스,북카페,서울 종로구 옥인3길 5-1 1층 (우)03037,목~토 10:00 ~ 20:00,www.instagram.com/ida_peacebooks,02-722-2016,#보드게임 #북카페 #실내놀거리,"WIFI, 동물출입, 주차"
451,커피티쳐,커피전문점,서울 종로구 세종대로23길 3 1층 (우)03183,월~금 07:00 ~ 21:00,None,02-730-5070,#5대아인슈페너 #광화문광장카페 #광화문크로플 #세종문화화관카페 #콘판나 #이동약자접근,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
452,커피빈 세종문화회관옆점,커피빈,서울 종로구 새문안로9길 25 1층 (우)03183,월~금 07:00 ~ 22:00,www.coffeebeankorea.com,02-720-5561,#카카오페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
453,살롱드딸기,카페,서울 종로구 청계천로 279 (우)03198,None,None,02-2276-3336,#딸기뷔페 #레트로풍,none
454,커피점방,카페,서울 종로구 삼일대로17길 44 (우)03189,월~금 07:30 ~ 16:00,None,02-730-8230,#핸드드립전문점 #제로페이,none
455,빽다방 종로두산위브점,빽다방,서울 종로구 삼봉로 81 두산위브파빌리온 1층 105호 (우)03150,월~금 07:00 ~ 20:00,paikdabang.com,070-4012-7907,#카카오페이 #제로페이,none
456,이스트아뜰리에,카페,서울 종로구 동순라길 80 (우)03136,매일 11:00 ~ 22:00,app.catchtable.co.kr/ct/shop/east_atelier,None,#드레스카페 #디저트카페 #베이비샤워 #분위기좋은 #브라이덜샤워 #앤틱한 #이색카페 #제로페이,none
457,콤포타블 안국,카페,서울 종로구 윤보선길 16-1 1층 (우)03060,매일 09:00 ~ 22:00,None,070-8804-6502,#디저트카페 #분위기좋은 #칵테일바 #핸드드립전문점,none
458,카페달달,카페,서울 종로구 대학로11길 18 1층 (우)03078,매일 12:00 ~ 22:00,www.instagram.com/cafe.daldal_,02-741-2161,#고즈넉한 #분위기좋은 #수제음료 #카카오페이 #제로페이,none
459,별달밤,카페,서울 종로구 성균관로 38 2층 (우)03069,"월,화,목,금,토,일 12:00 ~ 22:00",www.instagram.com/dal.bam,None,#감성카페 #분위기좋은 #제로페이,none
460,스타벅스 서울대치과병원점,스타벅스,서울 종로구 대학로 101 1층 (우)03080,월~금 07:30 ~ 19:00,www.starbucks.co.kr,1522-3232,#이동약자접근 #카카오페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
461,이디야커피 경복궁역점,이디야커피,서울 종로구 자하문로 7 (우)03041,매일 08:00 ~ 22:00,www.ediya.com,070-8851-5001,None,none
462,리드아트,테마카페,서울 종로구 율곡로 185 2층 (우)03081,월~금 11:30 ~ 20:00,www.lidart.co.kr,02-541-1133,#cmyk전구 #lidart #리드아트 #인테리어조명 #조명카페 #데이트코스 #제로페이,"WIFI, 동물출입, 주차, 놀이방, 흡연실"
463,솔다방,다방,서울 종로구 동호로 395 (우)03195,None,None,02-2277-7420,None,none
464,소격동60,카페,서울 종로구 삼청로 54-16 (우)03053,화~일 12:00 ~ 22:00,www.facebook.com/hanokcafe60,02-723-2317,#한옥카페 #제로페이,none
465,카페게더 광화문점,카페,서울 종로구 새문안로3길 3 1층 (우)03175,월~금 07:00 ~ 21:00,www.instagram.com/caffe_gather,None,#갤러리카페 #로스팅전문 #핸드드립전문점 #카카오페이 #제로페이,none
466,할리스 성균관대점,할리스,서울 종로구 성균관로 6 (우)03074,매일 09:00 ~ 02:00,www.hollys.co.kr,None,#스터디카페 #카카오페이,none
467,더쌍화커피,카페,서울 종로구 수표로 115-4 (우)03140,None,None,02-762-9908,None,none
468,공유카페,카페,서울 종로구 자하문로5길 18-13 1층 (우)03040,매일 11:00 ~ 20:00,instagram.com/omomo_cafe1,02-6365-3331,#데이트코스 #이동약자접근 #이색데이트 #힐링카페 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
469,다올카페,카페,서울 종로구 종로 256 1층 (우)03197,None,None,02-2273-2202,#이색카페,none
470,리셉션,카페,서울 종로구 자하문로 70 효자빌딩 1층 (우)03042,매일 08:00 ~ 18:00,instagram.com/reception.seoul,010-9728-1070,None,none
471,이문커피,카페,서울 종로구 창신1길 12 창신아지트 3층 (우)03106,매일 12:30 ~ 22:00,instagram.com/2moon_coffee?igshid=YmMyMTA2M2Y=,010-5361-1782,#감성카페 #동대문카페 #크로플 #데이트 #분위기좋은,"WIFI, 동물출입, 주차, 흡연실"
472,아티클 서촌,커피전문점,"서울 종로구 자하문로7길 69-3 1,2층 (우)03036","월,화,수,목,금,일 12:00 ~ 19:00",www.instagram.com/article.seochon,02-734-3334,#베이커리 #서촌카페 #청와대 #커피 #효자동 #로스팅전문 #핸드드립전문점,none
473,커피투어,커피전문점,서울 종로구 경희궁2길 12 (우)03175,월~금 08:00 ~ 23:00,www.coffeetour.co.kr,02-733-6611,#로스팅전문 #핸드드립전문점 #제로페이,none
474,열시꽃,카페,서울 종로구 인사동길 42-8 1층 (우)03146,화~일 10:00 ~ 20:00,instagram.com/10oclockblossom,02-720-2022,#반미샌드위치 #안국역카페 #인사동 #인사동맛집 #인사동브런치 #데이트코스 #브런치카페 #애견동반카페 #한옥스타일 #한옥카페 #카카오페이 #제로페이,"WIFI, 동물출입"
475,동산고와,카페,서울 종로구 비봉2길 6 (우)03001,매일 11:00 ~ 19:00,www.instagram.com/dongsan_gowa,None,None,주차
476,익선동사주카페 익선통하다,사주카페,서울 종로구 수표로28길 29 2층 (우)03133,매일 12:00 ~ 22:00,None,010-4427-5018,#익선동사주 #익선동타로 #종로사주 #서울사주 #종로타로 #감성카페 #데이트코스 #루프탑있는 #사주카페 #타로카페 #테라스가있는,WIFI
477,경복궁 생과방,전통찻집,서울 종로구 세종로 1-1,"월,수,목,금,토,일 10:00 ~ 17:00",www.royalpalace.go.kr/content/preview/preview04_13.asp,02-3210-4807,None,none
478,이디야커피 창덕궁점,이디야커피,서울 종로구 돈화문로 41-1 1층 (우)03139,매일 08:00 ~ 23:30,ediya.com,02-745-5687,#제로페이,none
479,오버트 커피바 서촌,카페,서울 종로구 필운대로 3 (우)03027,월~금 08:00 ~ 20:00,instagram.com/ouvert_seoul,None,None,주차
480,커피빈 종로센트로폴리스점,커피빈,서울 종로구 우정국로 26 센트로폴리스 1층 (우)03161,월~금 07:00 ~ 23:00,www.coffeebeankorea.com,02-6370-5845,#이동약자접근 #카카오페이,"WIFI, 휠체어사용"
481,나인커피로스터스,카페,서울 종로구 자하문로 100 1층 (우)03047,월~금 09:30 ~ 19:00,None,02-723-2547,#제로페이,WIFI
482,청춘1번지,라이브카페,서울 종로구 수표로 108 금강빌딩 지하1층 (우)03139,매일 15:00 ~ 03:00,None,010-5087-4154,#LP바 #감성주점 #레트로풍,none
483,오제도카페,카페,서울 종로구 대학로1길 31 1층 (우)03129,월~금 12:00 ~ 23:00,instagram.com/amateurcompany.kwangjang?igshid=YmMyMTA2M2Y=,010-2351-9380,#감성카페 #로스팅커피 #와인바 #칵테일바 #핸드드립 #빈티지분위기,"WIFI, 주차"
484,에스프레소바 오덕새,카페,서울 종로구 율곡로19길 57 1층 (우)03098,화~금 11:30 ~ 17:00,naver.me/5qOVN9mU,010-7600-2654,#낙산공원맛집 #대학로카페 #에스프레소바 #종로에스프레소바 #혜화에스프레소바,"동물출입, 주차"
485,라미스콘 익선점,디저트카페,서울 종로구 돈화문로11나길 25 1층 (우)03133,매일 11:00 ~ 22:00,www.instagram.com/rami_scone.cafe,02-765-9562,#수플레치즈케이크 #익선동맛집 #익선동맛집추천 #익선동카페추천 #홀그레인 #디저트카페 #비건베이커리 #비건카페 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
486,메가MGC커피 성균관대입구점,메가MGC커피,서울 종로구 창경궁로 239 1층 (우)03074,None,www.mega-mgccoffee.com,02-741-7888,#카카오페이 #제로페이,none
487,할리스 독립문역점,할리스,서울 종로구 통일로 230 경희궁롯데캐슬 상가 1동 지하1층 117호 (우)03030,월~금 07:30 ~ 22:00,www.hollys.co.kr,02-725-7308,#카카오페이 #제로페이,"WIFI, 주차"
488,월하보이,전통찻집,서울 종로구 북촌로5길 26 1층 (우)03055,"월,수,목,금,토,일 11:00 ~ 19:00",www.instagram.com/whtea_seoul,0507-1349-2340,#제로페이,WIFI
489,이디야커피 동묘역점,이디야커피,서울 종로구 종로 354 1층 (우)03114,월~금 08:00 ~ 23:00,www.ediya.com,02-2256-6161,#카카오페이 #제로페이,none
490,커피빈 종각역점,커피빈,서울 종로구 종로 70 2층 (우)03189,"월,화,수,목,일 10:00 ~ 22:00",www.coffeebeankorea.com,02-739-6268,#카카오페이,"WIFI, 주차"
491,카페시노라 북촌점,카페,서울 종로구 계동길 82 (우)03057,None,www.instagram.com/cafesinola,None,None,none
492,연경당,전통찻집,서울 종로구 삼청로 106-7 (우)03053,금~일 11:00 ~ 22:00,www.instagram.com/yeongyeong_dang,010-9809-9587,#멜론핫플리 #상견례 #이동약자접근 #한식디저트카페,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
493,컴포즈커피 혜화경찰서점,컴포즈커피,서울 종로구 종로31길 30 (우)03129,월~금 07:00 ~ 18:00,www.composecoffee.com,None,#카카오페이 #제로페이,none
494,위치스커피 대학로점,커피전문점,"서울 종로구 혜화로3길 5 주상복합 301동 1층 104,105호 (우)03075",매일 09:00 ~ 22:00,None,010-9979-7412,#핸드드립전문점 #힐링카페 #제로페이,"WIFI, 놀이방, 흡연실"
495,우주라이크커피 독립문역점,커피전문점,서울 종로구 통일로 230 경희궁롯데캐슬상가 1층 104호 (우)03030,매일 08:00 ~ 21:00,www.instagram.com/wouldulike_dnm,02-6080-1547,#단체배달 #배민맛집 #아메리캔 #카야토스트 #캔커피 #이동약자접근 #카카오페이 #제로페이,"WIFI, 주차, 휠체어사용"
496,코코커피,카페,서울 종로구 창신길 39 (우)03101,None,None,02-742-4578,#감성카페 #디저트카페,none
497,커피빈 새문안로점,커피빈,"서울 종로구 새문안로 91 고려빌딩 1,2층 (우)03182",월~금 07:00 ~ 22:00,www.coffeebeankorea.com,02-739-5806,#카카오페이,none
498,더한옥,카페,서울 종로구 계동길 75 (우)03056,월~금 09:30 ~ 20:00,None,None,#데이트코스 #전통한옥 #한옥카페 #제로페이,none
499,샵닮,디저트카페,서울 종로구 율곡로 199 1층 (우)03081,월~금 09:00 ~ 19:00,www.instagram.com/darm_macaron_coffee,010-6315-1514,#베이커리카페 #분위기좋은 #제로페이,none
