trip_name,trip_category_detail,trip_address,trip_times,place_page,trip_phone,info_content,place_category_group
카페 라미스콘 익선점,"카페,디저트",서울 종로구 돈화문로11나길 25,['매일: 12:00 - 22:00'],http://www.instagram.com/rami_scone.cafe,0507-1342-9562,정제탄수화물이 없어 중독적이진 않지만 홀 그레인의 응집된 영양으로 기존 베이커리나 카페에서 느꼈던 죄책감은 잊게합니다. 라미스콘은 흰밀가루 흰설탕 흰쌀가루 대신 100% 홀 그레인 통밀 현미 귀리 비정제 당재료 알룰로오스 나한과 에리스리톨 스테비아 유기농 비정제 원당 마스코바도 를 사용합니다. 라미스콘만의 스페셜 티 '라미블렌드' 최상의 로스팅 환경을 갖춘 파주공장에서 로스팅하여 신선한 원두의 풍미를 여러분께 제공합니다. ㅡ라미스콘 직영점ㅡ 청담점  익선점  샤로수길점 와썹맨 수플레 치즈케이크 인정 생방송오늘저녁 1552회 21.05.06 블루리본 선정,카페
만족오향족발 시청점,"족발,보쌈",서울 중구 서소문로 134-7,"['화: 11:30 - 22:00', '수: 11:30 - 22:00', '목: 11:30 - 22:00', '금: 11:30 - 22:00', '토: 12:00 - 22:00', '일: 12:00 - 22:00', '월: 11:30 - 22:00']",https://blog.naver.com/manchum4755,02-753-4755,  현재 매장 사정으로 인해 예약이 불가능 합니다. 빠른시일안에 다시 진행 할수 있도록 노력하겠습니다. 감사합니다  다섯가지 맛있는 향기 서울 3대 족발의 풍부한 맛을 느껴보세요. 신선한 재료와 맛 내 가족도 안심하고 먹을 수 있는 최고의 음식을 만들겠다는 확고한 일념 하나로 시작했습니다. 1989년 10개 테이블과 간판도 없는 2층 가게에서 시작 이제는 국내 뿐 아니라 중국과 일본에도 명소로 알려져 전 세계의 다양한 미식가들의 폭넓은 사랑을 받고 있습니다.,식사
대림국수 안국점,국수,서울 종로구 북촌로2길 9 1층,['매일: 11:30 - 22:00 21:20 라스트오더'],http://app.catchtable.co.kr/ct/shop/daerimanguk,0507-1334-8327,대림국수는 을지로 상인들의 터전인 대림상가에서 시작되여 그맛을 잊지못한 상인들이 자주 찾는 식당입니다. 대림국수의 면은 일반면과는 다른 그 쫄깃함이 특별한 면입니다. 대림국수는 고소한 숯불꼬치와 잘어우러진 온면 비빔면 냉면으로 나눠져 있습니다. 세상에 없던 대림국수와 닭특수부위 숯불구이를 드시러 오세요,식사
프릳츠 원서점,카페,서울 종로구 율곡로 83 아라리오 뮤지엄,"['화: 10:00 - 20:30', '수: 10:00 - 20:30', '목: 10:00 - 20:30', '금: 10:00 - 20:30', '토: 10:00 - 20:30', '일: 10:00 - 20:30', '월: 10:00 - 20:30']",http://fritz.co.kr/,02-747-8101,주차는 원서 공영 주차장을 이용해주세요,카페
오봉집 종로점,한식,서울 종로구 종로8길 20 1층,"['화: 11:00 - 23:00 15:00 - 17:00 브레이크타임 22:00 라스트오더', '수: 11:00 - 23:00 15:00 - 17:00 브레이크타임 22:00 라스트오더', '목: 11:00 - 23:00 15:00 - 17:00 브레이크타임 22:00 라스트오더', '금: 11:00 - 23:00 15:00 - 17:00 브레이크타임 22:00 라스트오더', '토: 12:00 - 23:00 22:00 라스트오더', '일: 12:00 - 22:00 21:00 라스트오더', '월: 11:00 - 23:00 15:00 - 17:00 브레이크타임 22:00 라스트오더']",https://www.instagram.com/obongzip_jongno,0507-1393-0555,한국소비자만족지수 3년 연속 1위 안녕하세요. 종로 종각 핫플레이스 '오봉집 종로점'입니다. 오봉집 종로점은 직화낙지볶음과 프리미엄 가브리살 보쌈 수육 을 통하여 최고의 맛을 찾아주시는 모든 고객분들께 선사하고 있습니다. 최근에 많은 분들이 찾아주셔서 감사하게도 유튜버 만리님 쯔양님 푸디랜드 윤코치님 야식이님 히밥님 등 많이들 방문해주셨습니다. 이번에 놀면뭐하니에서도 방영되서 유재석님과 하하님께서 식사하시고 간집입니다. 맛 뿐만 아니라 오봉스페셜 직화낙지볶음 보쌈 막국수 로 가성비 있고 편안한 분위기 연출을 통하여 오감 만족의 즐거움을 드리고 위해서 노력하고 있습니다. 메뉴 구성 1.오봉스페셜 직화낙지 보쌈 쟁반막국수 말 그대로 오봉집 스페셜 메뉴로 푸짐하고 가성비 있는 구성으로 고소한 보쌈과 불맛 제대로인 직화낙지에 새콤달콤한 막국수로 어느것 하나 모자란 없는 자랑스러운 메뉴입니다. 2.매생이연포보쌈 연포탕 보쌈 죽 칼국수 추운 겨울철에 너무나도 잘 어울리는 메뉴로 속을 따뜻하게 해주면서 동시에 든든하게 해주는 겨울철 스페셜메뉴입니다. 3.직화낙지볶음 오봉집만의 특제소스에 통통한 낙지를 화력으로 빠르게 조리하여 불맛 제대로인 오봉집 베스트메뉴입니다. 4.직화제낙볶음 자양강장제인 낙지에 누구나 좋아하는 고기를 같이 볶아 육해를 전부 만족시키는 메뉴 5.직화제육볶음 나는 고기파다 라고 하는 사람들이 너무나도 많이 찾는 메뉴 6.오봉보쌈 삼겹 목살이 아닌 특수부위인 가브리살로 극강의 부드러움과 고소함을 자랑하는 오봉집만의 특별메뉴 7.쟁반막국수 부족한 탄수화물과 입을 상큼하게 해줄 막국수까지  이런 분들 께 오봉집 종로점을 추천 드립니다 1. 종로 종각 모임 맛집을 계획하신 미식가들 2. 종로 종각 단체 회식 맛집을 진행중이신 직장인들 3. 주말에 어린아이들부터 어른들까지 가족들 모두가 방문 할수 있는 종로 종각 가족식사 맛집 4. 청계천 데이트 코스 맛집으로 오봉집 종로집을 찾는 커플 5. 종로 종각 점심 맛집을 찾고 계신 직장인들 최고의 맛과 서비스를 제공하기 위하여 언제나 노력하는 오봉집 종로점이 되도록 노력 하겠습니다. 점심에 오셔서 식사류를 드시면 밥 반찬이 무한제공되니 허리끈 풀르고 오셔도 됩니다. 평일뿐만 아니라 주말까지합니다. 예약안내 네이버예약을 통하여 소모임 또는 단체모임을 미리 잡아두신다면은 센스 있는 사람이 되겠죠 예약시 쟁반막국수 or 낙지만두를 서비스로 드리고 있습니다. 전화로도 예약가능하니 매장으로 전화 주셔도 됩니다. 예약전화는 11 30~13 30부터 17 30~20 00 까지는 전화를 잘 받지 못합니다. 혹시라도 못 받는다고 너무 화내지말아주세요 ㅠㅠ 식사와 분위기를 더 많은 분들이 이용하는 바램이오니 양해부탁드리겠습니다. 감사합니다. 여름에는 미역국 대신 오이냉국으로 나가고 있습니다. 종로회식장소 서울분위기좋은맛집 서울맛집top100 을지로3가맛집 서울종로맛집 종로한식 서울가볼만한곳 종로구맛집 서울데이트 종로술집 종로회식 종각술집 종각밥집 서울종로구맛집 종로모임장소 종각회식 종로데이트 종로가볼만한곳 종로3가회식 굴보쌈 종로보쌈 종각모임 종로데이트코스 종로단체회식 종각점심맛집 종각역맛집,식사
토오베,차,서울 종로구 인사동길 62-4 3층,"['화: 12:00 - 20:00', '수: 12:00 - 20:00', '목: 12:00 - 20:00', '금: 12:00 - 20:00', '토: 12:00 - 21:00', '일: 12:00 - 21:00', '월: 12:00 - 20:00']",http://www.instagram.com/room.tove,0507-1489-7720,토오베 特别 무겁고 정형화 된 차가 아닌 일상에서도 쉽게 풀어 나갈 수 있도록 소박하지만 진중한 마음을 담았습니다. 토오베 이용 안내 토오베는 방문하시는 분들이 언제나 편히 이용하실 수 있도록 2022년 2월부터 예약 운영을 중단합니다. 차를 마시며 휴식을 취하는 공간으로 작은 대화를 부탁드립니다  ,카페
안동장,중식당,서울 중구 을지로 124,"['화: 11:30 - 21:00', '수: 11:30 - 21:00', '목: 11:30 - 21:00', '금: 11:30 - 21:00', '토: 11:30 - 20:00', '일: 11:30 - 20:00', '월: 11:30 - 21:00']",-,02-2266-3814,3대째 가업을 이어가며 옛맛을 그대로 간직하고 있습니다. 겨울의 별미라고 할 수 있는 굴짬뽕을 처음으로 만들어 낸 곳이며 입맛에 따라 시원한 맛과 매운맛을 골라 드실 수 있습니다.,식사
창신육회3호점,"육류,고기요리",서울 종로구 동호로 403-10,"['화: 09:30 - 21:50 21:30 라스트오더', '수: 정기휴무 (매주 수요일)', '목: 09:30 - 21:50 21:30 라스트오더', '금: 09:30 - 21:50 21:30 라스트오더', '토: 09:30 - 21:50 21:30 라스트오더', '일: 09:30 - 21:50 21:30 라스트오더', '월: 09:30 - 21:50 21:30 라스트오더']",-,02-2266-1066,-,식사
아름다운차박물관,박물관,서울 종로구 인사동길 19-11,-,http://www.tmuseum.co.kr/,02-735-6678,-,관광
솔솥 대학로점,한식,서울 종로구 대학로11길 20 1층,"['화: 11:30 - 21:00 20:30 라스트오더', '수: 11:30 - 21:00 20:30 라스트오더', '목: 11:30 - 21:00 20:30 라스트오더', '금: 11:30 - 21:00 20:30 라스트오더', '토: 11:30 - 21:00 20:30 라스트오더', '일: 11:30 - 21:00 20:30 라스트오더', '월: 11:30 - 21:00 20:30 라스트오더']",https://www.instagram.com/solsot_daehangno,02-763-6474, 서울 웨이팅 솥밥 맛집 '솔솥 대학로점'  대한민국 프리미엄 솥밥 '솔솥'입니다.   위치   서울 종로구 대학로11길 20 1층 4호선혜화역 3번 출구에서 도보2분거리.   추천메뉴   스테이크솥밥 고기와 노른자를 톡 터트려 비벼 먹는 고소 담백 스테이크 솥밥  도미관자솥밥 부드러운 도미살과 관자가 함께 어우러진 어디에서도 맛볼수없는 프리미엄 솥밥  민물장어솥밥 매일신선하게 관리되어 잡내없이 탱글한장어의식감을느낄수있는 프리미엄솥밥   가격   스테이크솥밥 16 000원  도미관자솥밥 16 000원  전복솥밥 16 000원  민물장어솥밥 25.000원  꼬막솥밥 14.000원  연어솥밥 16.000원  직접만든 새우튀김 7.500원  연어사시미 8.500원  유린기 7.500원 등 다양한 솥밥이 있으니 방문하여 솥밥의 매력에 빠져보세요  항상 고품질의 재료를 사용하여 깊은 맛을 내고 있는 저희 솔솥은 늘 푸른 소나무처럼 한결같이 맛있는 한 끼를 대접하기 위해 노력하도록 하겠습니다.,식사
명동닭한마리 본점,닭요리,서울 종로구 종로40가길 14 명동 닭한마리,"['화: 10:00 - 00:30', '수: 10:00 - 00:30', '목: 10:00 - 00:30', '금: 10:00 - 00:30', '토: 10:00 - 00:30', '일: 10:00 - 00:30', '월: 10:00 - 00:30']",http://www.닭한마리.kr,02-2266-8249,저희 명동닭한마리 본점은 재료선별 하나에도 정성을 들여 음식을 만들고 깔끔하고 세련된 실내와 안락한 분위기를 만끽할 수 있어 더욱 특별합니다. 찾아주시는 손님들을 위해 항상 최선을 다해 친절하게 모실것을 약속드립니다. 감사합니다.,식사
국립민속박물관,박물관,서울 종로구 삼청로 37,"['화: 09:00 - 18:00', '수: 09:00 - 20:00', '목: 09:00 - 18:00', '금: 09:00 - 18:00', '토: 09:00 - 20:00', '일: 09:00 - 18:00', '월: 09:00 - 18:00']",www.nfm.go.kr,02-3704-3114, 국립민속박물관 어린이박물관 사전 예약 필수  관람시간  3월 ~ 10월 09 00 ~ 18 00 17 00까지 입장  11월 ~ 2월 09 00 ~ 17 00 16 00까지 입장  야간연장 개관시간  어린이박물관은 야간연장 개관하지 않습니다.  3월 ~ 11월 09 00~20 00 수요일 토요일  6월 ~ 8월 09 00~19 00 일요일 및 공휴일  12월 ~ 1월 야간연장 미운영  휴무일  1월 1일 설 당일 추석 당일,관광
데미안,결혼예물,서울 종로구 돈화문로 29 오스카귀금속도매상가 4호,"['화: 11:00 - 18:40', '수: 11:00 - 18:40', '목: 11:00 - 18:40', '금: 11:00 - 18:40', '토: 11:00 - 18:40', '일: 11:00 - 18:40', '월: 11:00 - 18:40']",https://blog.naver.com/kss0024,0507-1485-1329,데미안은 국제공인감정사의 정확한 상품감정을 밑바탕으로 높은 퀄리티로 상품을 제공합니다. 자체적으로 공방을 보유하여 보다 다양한 상품 라인업으로 고객님의 취향을 모두 만족시키기 위해 노력하고 있습니다. 첫 방문의 인연이 지속적으로 이어질 수 있도록 항상 고객의 눈높이에서 의견을 충분히 반영한 최고의 상품으로 준비하겠습니다. 감사합니다.,쇼핑
종로커플링 신라골드,결혼예물,서울 종로구 종로 135 중앙귀금속상가1층5호,['매일: 10:30 - 19:30'],https://blog.naver.com/woncbs,02-766-0350,결혼예물 종로예물 오더디자인제작 다이아몬드 커플링 패션세트 종로3가 위치한 신라골드 30년 전통으로 신뢰 와 정직 최선을 다하는 믿음의 기업 결혼예물전문 신라골드입니다 종로주얼리도매판매 종로예물  귀금속도매 종로3가신라골드 14k 18k 제작도매  커플링도매 예물도매  플래티늄전문 결혼예물  다이아반지 1캐럿다이아반지 종로3가  신라골드 02 766 0350 010 5221 0350 학교졸업반지제작 종로3가지하철10번출구1층 5호,쇼핑
교보문고 광화문점,서점,서울 종로구 종로 1 교보생명빌딩 지하1층,"['화: 09:30 - 22:00', '수: 09:30 - 22:00', '목: 09:30 - 22:00', '금: 09:30 - 22:00', '토: 09:30 - 22:00', '일: 09:30 - 22:00', '월: 09:30 - 22:00']",http://www.kyobobook.co.kr/storen/MainStore.laf?SITE=01,1544-1900,'사람은 책을 만들고 책은 사람을 만든다'라는 故 신용호 교보생명 창립자의 이념을 바탕으로 서울 도심가의 중심에 자리 잡은 교보문고 광화문점은 면적 8 598 에 약 22만 종 43만 권의 장서를 보유하며 서울 도심 속의 대표적인 문화 쉼터로서 대한민국 최고의 서점으로 자리 잡고 있습니다.,쇼핑
휘향찬란,공예용품,서울 종로구 인사동길 44 2층,['매일: 10:30 - 20:00'],https://m.booking.naver.com/booking/6/bizes/210009/items/4239546?area=plt,0507-1376-9463,클래스는 예약만 받고 있습니다. 현장예약 힘들 수 있습니다. 죄송합니다 자개공예 체험 및 판매를 위주로 하고 있으며 체험은 예약을 우선적으로 합니다. 카카오 문의  http  pf.kakao.com _qiWKj,쇼핑
영풍문고 종각종로본점,서점,서울 종로구 청계천로 41 B1층 영풍문고,['매일: 10:00 - 22:00'],https://blog.naver.com/ypbookstore,1522-2776,1992년 종로에서 처음 오픈한 영풍문고 종각종로본점은 도서 문구 편의점 무인양품 등 다양한 문화공간을 구성하여 편리한 서비스를 제공드립니다. 특히 B1층에 위치한 책향 공간은 7 3 월 부터 자리 예약 시스템을 통해 온전한 나만의 독서 시간을 가지실 수 있습니다.,쇼핑
광장시장,시장,서울 종로구 창경궁로 88,-,http://kwangjangmarket.co.kr/,02-2267-0291,-,쇼핑
롯데백화점 본점,백화점,서울 중구 남대문로 81,"['화: 10:30 - 20:00', '수: 10:30 - 20:00', '목: 10:30 - 20:00', '금: 10:30 - 20:30', '토: 10:30 - 20:30', '일: 10:30 - 20:30', '월: 10:30 - 20:00']",https://www.lotteshopping.com/store/main?cstrCd=0001,1577-0001,매일 고객님들께 새로움과 즐거운 경험을 제공하는 롯데백화점 본점입니다. 본관 에비뉴엘관에는 더욱 다양해진 프리미엄 여성 남성해외패션 브랜드들이 준비 되어있으며 갤러리에 온 듯한 특별한 미술품들도 매장에서 감상하실 수 있습니다. 롯데백화점 본점만의 프라이빗한 공간에서 특별한 쇼핑 되시길 바랍니다.,쇼핑
종로서적 본점,서점,서울 종로구 종로 51 종로타워 지하2층,['매일: 10:00 - 22:00'],http://www.jongnobooks.com,0507-1418-2331,책과 사람이 만나는 만남의 광장 서적을 중심으로 만나 이야기하고 먹고 즐기며 여가활동을 새롭게 제안하는 책과 사람의 공간 LifeStyle BOOK Center,쇼핑
현대아울렛 동대문점,아울렛,서울 중구 장충단로13길 20,"['화: 10:30 - 21:00', '수: 10:30 - 21:00', '목: 10:30 - 21:00', '금: 10:30 - 21:30', '토: 10:30 - 21:30', '일: 10:30 - 21:30', '월: 10:30 - 21:00']",www.ehyundai.com/outlet/b00173000,02-2283-2233,현대백화점이 최초로 선보이는 시티 라이프 스타일 아울렛 실속있는 시티 라이프를 향한 나만의 새로운 랜드마크 맛과 멋으로 라이프 스타일이 업그레이드 됩니다.,쇼핑
종로예물커플링 KJDC,결혼예물,서울 종로구 종로 173 종묘귀금속백화점 2층 (마주보고 왼쪽계단),"['화: 정기휴무 (매주 화요일)', '수: 10:00 - 19:00', '목: 10:00 - 19:00', '금: 10:00 - 19:00', '토: 10:00 - 19:00', '일: 10:00 - 19:00', '월: 10:00 - 19:00']",https://blog.naver.com/cjstkwldls,0507-1413-4889,종로예물커플링 KJDC 종로점입니다. 고품격 주얼리를 합리적으로 준비할 수 있습니다.,쇼핑
이브자리 종로4점,"침구,커튼",서울 종로구 창경궁로 88 광장시장 214호 이브자리,"['화: 09:00 - 19:00', '수: 09:00 - 19:00', '목: 09:00 - 19:00', '금: 09:00 - 19:00', '토: 09:00 - 19:00', '일: 10:00 - 19:00', '월: 09:00 - 19:00']",http://instagram.com/evezary_jongno/,02-2274-0607,안녕하세요~ 광장시장에 위치한 종로4가 광장시장 이브자리입니다. 2005년에 오픈해서 16년 동안 이브자리를 운영하고 있습니다. 오랫동안 운영해온 노하우로 고객님들 한분 한분 정성스러운 마음으로 친절하게 상담하겠습니다. 이브자리 제품은 거품 없는 가격으로 질 좋은 제품입니다. 저희 매장은 80평 규모 대형 매장으로 단품 이불  세트 이불  기능성 베개  타퍼  구스 이불을 주로 판매하는 매장입니다. 혼수  예단 전문 매장입니다. 이브자리에서 출시되는 모든 신상품을 보유하고 있으니 많이 많이 방문 부탁드립니다 ,쇼핑
어쩌다 산책,서점,서울 종로구 동숭길 101 지하 1층,"['화: 12:00 - 21:00', '수: 12:00 - 21:00', '목: 12:00 - 21:00', '금: 12:00 - 21:00', '토: 12:00 - 21:00', '일: 12:00 - 21:00', '월: 12:00 - 21:00']",https://www.instagram.com/ujd.promenade,02-747-7147,무용하고 아름다운 시간을 만드는 서점입니다. 계절마다 하나의 주제로 운영합니다.,쇼핑
동대문종합시장 악세사리상가,"쇼핑센터,할인매장",서울 종로구 종로 266 종로 266,"['화: 09:30 - 19:00', '수: 09:30 - 19:00', '목: 09:30 - 19:00', '금: 09:30 - 19:00', '토: 09:30 - 19:00', '일: 정기휴무 (매주 일요일)', '월: 09:30 - 19:00']",-,02-2262-0114,-,쇼핑
레노마홈 동대문종합시장점,"침구,커튼",서울 종로구 종로 266 a동 1층 1198호 레노마홈 동대문종합시장점,"['화: 09:00 - 18:30', '수: 09:00 - 18:30', '목: 09:00 - 18:30', '금: 09:00 - 18:30', '토: 11:00 - 17:00', '일(10/22): 정기휴무 (매달 2, 4번째 일요일)', '월: 09:00 - 18:30']",https://instagram.com/ji_in_home?igshid=1ul1f7fwzz3w9,0507-1328-5277,동대문 종합시장 A동 1층 1198호에 위치한 레노마홈 동대문점 지인침구 입니다 저희 레노마홈 동대문점은 레노마홈 상품과 맞춤 침구 맞춤커텐 블라인드를 판매하고 있습니다 궁금한점이 있으시면 편하게 연락주세요 010 9106 5277,쇼핑
한국금거래소 종로본점,금매매,서울 종로구 종로 128 1층 한국금거래소,"['화: 10:00 - 19:00', '수: 10:00 - 19:00', '목: 10:00 - 19:00', '금: 10:00 - 19:00', '토: 10:00 - 19:00', '일: 정기휴무 (매주 일요일)', '월: 10:00 - 19:00']",http://www.koreagoldx.co.kr/,02-744-9999,아직도 아무곳에서 금거래 하세요 믿을 수 있는 한국금거래소에서 금거래 하세요. 대한민국 금거래의 기준 한국금거래소 ,쇼핑
밀리오레,"상가,아케이드",서울 중구 장충단로 263,-,https://themigliore.com/,02-3393-2211,동대문패션타운은 전통 재래시장과 현대식 복합쇼핑몰이 어우러진 세계최대규모의 패션산업 집적지로 2002년 정부로부터 관광특구로 지정되어있습니다. 또한 청계천과 보물1호인 흥인지문 동대문 이 접해있어 국내외관광객들이 꼭 들르고 싶어 하는 손꼽히는 관광명소입니다. 저희 밀리오레는 1998년 문을 연 동대문을 대표하는 종합 패션 쇼핑몰입니다. 최신 유행의 제품을 저렴한 가격에 공급하고 현대적 시설과 서비스로 고객여러분의 욕구를 만족시키는 데 중점을 두고 있습니다. 더 좋은 더 나은 을 뜻하는 밀리오레라는 단어처럼 밀리오레라는 한 공간에서 더 좋고 더 나은 모든 것을 해결할 수 있는 원스톱 쇼핑공간을 지향하고 있습니다. 변함없이 보내주신 고객여러분의 많은 관심과 성원으로 동대문을 대표하는 최고의 입지에서 최고의 제품을 계속하여 공급하도록 하겠습니다.,쇼핑
모나미스토어 인사동점,"도서,음반,문구",서울 종로구 인사동길 49 2F 11호 모나미스토어,['매일: 10:00 - 21:00'],https://www.monamimall.com/w/cscenter/store/storeInfo.do#store-2,02-6954-2880,모나미가 인사동에서 자신만의 스토리를 만드는 공간을 제공합니다. 상품을 직접 경험해보고 상품에 대한 정보를 얻으며 나만의 개성에 맞는 상품을 적극적으로 만들 수 있는 소통과 체험의 복합공간입니다.,쇼핑
핫트랙스 광화문점,"문구,팬시용품",서울 종로구 종로 1 교보생명빌딩 B1,"['화: 09:30 - 22:00', '수: 09:30 - 22:00', '목: 09:30 - 22:00', '금: 09:30 - 22:00', '토: 09:30 - 22:00', '일: 09:30 - 22:00', '월: 09:30 - 22:00']",http://www.hottracks.co.kr/company/store/main?deptcode=030005,02-732-9961,나를 새롭게 하는 공간 NEW ME 핫트랙스 이제까지 만나보지 못했던 새로운 감각의 문구 음반 기프트 아이템들이 가득한 공간입니다. 핫트랙스와 함께하는 우리 모두의 경험은 특별하고 즐겁습니다. 자신만의 스타일과 특별한 일상을 만들어 가는 기쁨을 제공합니다.,쇼핑
알라딘중고서점 종로점,서점,서울 종로구 삼일대로 395,"['화: 09:30 - 22:00', '수: 09:30 - 22:00', '목: 09:30 - 22:00', '금: 09:30 - 22:00', '토: 09:30 - 22:00', '일: 09:30 - 22:00', '월: 09:30 - 22:00']",http://off.aladin.co.kr,1544-2514,인터넷 서점 알라딘에서 운영하는 중고서점입니다. 중고 도서 판매 매입 모두 가능합니다.,쇼핑
종로커플링 커플이야,결혼예물,서울 종로구 돈화문로11나길 27,"['화: 11:00 - 19:30', '수: 11:00 - 19:30', '목: 11:00 - 19:30', '금: 11:00 - 19:30', '토: 11:00 - 19:30', '일: 11:00 - 19:30', '월: 11:00 - 19:30']",http://www.couple2ya.com,1522-2713,네이버예약쿠폰 15 000원  예약리뷰 5 000원  회원가입 10 000원 총 30 000원 할인. 회원가입 쿠폰은 150 000원 이상 상품만 적용 가능 실버 제품 제외   영업시간  평일 주말 공휴일 오전 11시 ~ 오후 7시 30분 1년중 설날 구정  추석 9월 28일~9월 29일 휴무  제외하고 모두 정상 영업합니다. 네이버 예약하시고 방문하시면 네이버 리뷰 작성 시 현장에서 20 000원 할인됩니다. 회원가입시 추가 10 000원 할인 커플링은 커플이야 종로3가 익선동의 커플링 전문점 커플링  웨딩밴드 매장방문 예약 서비스 상품명에 매장 진열이라고 되어있는 상품은 매장에 진열되어 있으며 예약 안하셔도 영업 시간내에 방문해주시면 됩니다. 예약하셔도 먼저오신 고객님께서 상담중일 경우 대기해주셔야 합니다.   예약 상품이 재고가 없는 경우 온라인 구매 만 가능하며 별도로 안내 연락 드리지 못합니다. 예약 상품 재고 확인은 예약 후 다음날 전화 문의 해주시면 재고 확인 가능하니 참고 부탁드립니다. 평일 11 00~17 00까지 가능 ,쇼핑
평화시장,"상가,아케이드",서울 중구 청계천로 274,-,http://www.pyounghwa.com/,02-2265-3531,-,쇼핑
골드테크,금제품전문,서울 종로구 돈화문로 38-2 2층 골드테크,"['화: 09:00 - 19:00', '수: 09:00 - 19:00', '목: 09:00 - 19:00', '금: 09:00 - 19:00', '토: 10:00 - 16:00', '일: 10:00 - 16:00', '월: 09:00 - 19:00']",https://blog.naver.com/e-goldtech,0507-1442-8272,금 은 귀금속 전문 거래소 골드테크입니다. 금 은 금니 금이빨  백금 등 귀금속 매입을 전문으로 하고 있으며 고가로 매입해 드립니다.,쇼핑
다모아커텐,"침구,커튼","서울 종로구 종로 272 신관(n동) 지하1층 44,45,47호 다모아커텐",-,https://blog.naver.com/rbakssky,0507-1402-7595, 400군데가 넘는 블로그 후기로 이미 입증된 다모아커텐 고객님들의 탁월한 선택을 기다리고 있습니다 다모아커텐만의 차별점 3가지 1. 직장인  맞벌이 부부 등 바쁜 현대인에 맞춘 서울  경기  인천 무료 방문견적 서비스  상담문의 주세요  2. 시공기사를 쓰지 않고 오로지 가족끼리만 직접 하기때문에 꼼꼼한 시공 또한 무료 서비스 3. 4인 가족이 운영하는 다모아커텐은 꼼꼼함과 신뢰가 두배  안녕하세요 동대문종합시장 다모아커텐입니다 저희는 도소매 전문 매장으로써 고객과의 의사소통을 중요시하여 말그대로 손님을 위한 맞춤 커텐 전문 매장이랍니다. 커텐 블라인드 수입지 고급원단 등 다양하게 취급하구 있구요~ 그중에서도 린넨커튼과 암막커튼 블라인드를 전문적으로 다루는 매장입니다   무엇보다 고객을 우선시하며 친절 신뢰 서비스 이 3가지를 중심으로 18년 동안 꾸준히 매장운영을 하고 있습니다  항상 고객분들의 요구사항을 정확히 파악하고 거기에 맞게 매치해드리는것을 중점에 두고 있답니다 바쁘셔서 매장에 나오실 시간이 없는 경우에도 상담후 직접 무료방문견적 서비스를 해드리고 있으니 부담갖지 마시고 언제든지 연락주시기 바랍니다  4인가족 모두 함께 가족끼리 운영하는 매장이니만큼 항상 친절하고 신뢰감있는 서비스를 제공해드리겠습니다. 많은 후기와 입소문으로 고객분들에게 이미 입증된 만큼 최선을 다해 노력하겠습니다  ,쇼핑
노란마켓 종로점,중고폰,서울 종로구 종로 19 4층,"['화: 10:30 - 20:00', '수: 10:30 - 20:00', '목: 10:30 - 20:00', '금: 10:30 - 20:00', '토: 11:00 - 18:00', '일: 11:00 - 18:00', '월: 10:30 - 20:00']",http://www.y-market.co.kr/,0507-1284-0943,친절한 서비스로 모시겠습니다. 노란마켓 종로점입니다. 저희는 예약제 운영으로 대기없이 이용 할 수 있으며 대부분 서비스는 당일처리 가능하고 불가능한 경우는 임대폰을 대여 해드리고 있습니다. 노란마켓은 이런 일들을 합니다  새 폰 같은 중고폰을 구매하는 내 폰 사기 내 폰을 비싼 가격에 팔수있는 내 폰 팔기 적은 비용으로 교환할 수 있는 내 폰 교환 나의 휴대폰을 고치고 싶다면 내 폰 수리 종로점 문의 0507 1284 0943 평일 10시 30분  20시 주말 11시  18시 일요일휴무 카카오톡 검색창에 노란마켓 을 검색해주세요.,쇼핑
롯데면세점 명동본점,면세점,서울 중구 을지로 30,['매일: 09:30 - 20:00'],https://kor.lottedfs.com/kr/eventmain/event?changeLang=KO,1688-3000,-,쇼핑
서울레코드,"음반,CD",서울 종로구 종로 154,['매일: 10:00 - 19:30'],http://www.seoulrecord.co.kr,02-2265-9298,종로 3가 서울레코드 Since 1976  아날로그 감성,쇼핑
새미쥬얼리,결혼예물,서울 종로구 종로 121-1 1층,['매일: 11:00 - 20:00'],http://www.semigold.co.kr/,0507-1449-0245,만족도 1위 결혼 예물 쥬얼리 브랜드 새미쥬얼리입니다. 디자인 연구소를 통한 디자인 개발과 제조업을 기반으로하는 고객과의 직거래로 새미 쥬얼리만의 최상의 제품을 합리적인 금액으로 제안 해드리고 있습니다. 새미쥬얼리는 1994년에 설립되어 결혼 예물  웨딩 밴드  다이아 반지  프로포즈 반지 등 구매후에 고객 만족도 1위를 지키고 있는 샵 입니다. 고객님의 예산에 맞춰 상담을 진행해 드리고 있으며 평생무상 A S를 통해서 관리를 해드리고 있습니다,쇼핑
다이소 종로본점,종합생활용품,서울 종로구 삼일대로 395 1층,['매일: 10:00 - 22:00'],-,02-730-6016,-,쇼핑
